"ID","CRASHDATE","NYCBOROUGH","ViolationDescription","ViolationCode"
15230028,"2/9/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15230992,"2/9/2020","BROOKLYN","DRIVING TO LFT OF PAVEMENT MARKINGS","1126A"
15231189,"2/9/2020","QUEENS","IMPROPER PASSING","1123"
15231306,"2/9/2020","MANHATTAN","NO SEATBELT-DRIVER","1229C3A"
15232162,"2/9/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15234444,"2/9/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15234805,"2/9/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15235139,"2/9/2020","QUEENS","AGGRAVATED DWI - BLOOD ALCOHOL CONTENT .18 OR HIGH","11922AA"
15235311,"2/9/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15235471,"2/9/2020","BROOKLYN","IMPROPER LEFT TURN ON TWO-WAY RDWY","1160B"
15235477,"2/9/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15237634,"2/9/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15238431,"2/9/2020","MANHATTAN","FLD TO STOP @ STOP SIGN","1172A"
15238743,"2/9/2020","BRONX","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15238855,"2/9/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15238909,"2/9/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15238940,"2/9/2020","QUEENS","BACKING UNSAFELY","1211A"
15238950,"2/9/2020","BROOKLYN","PASSED ON RIGHT","1122A"
15239237,"2/9/2020","BROOKLYN","AGG DWI - CHILD IN VEHICLE","11922AB"
15239527,"2/9/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15245309,"2/9/2020","QUEENS","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15245423,"2/9/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15146506,"2/10/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15146506,"2/10/2020","QUEENS","OPERATING REGISTRATION SUSP/REVOKED","512"
15150717,"2/10/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15151988,"2/10/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15152073,"2/10/2020","QUEENS","PASSED RED SIGNAL","1111D1"
15152741,"2/10/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15152927,"2/10/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15153395,"2/10/2020","BRONX","UNLICENSED OPERATOR","5091"
15156762,"2/10/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15156891,"2/10/2020","QUEENS","DRIVERS VIEW OBSTRUCTED","37530"
15156949,"2/10/2020","QUEENS","UNREGISTERED MOTOR VEHICLE","4011A"
15157806,"2/10/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15158389,"2/10/2020","BROOKLYN","FAILED TO USE DESIGNATED LANE","1128C"
15158498,"2/10/2020","MANHATTAN","IMPROPER U-TURN","1161"
15159866,"2/10/2020","MANHATTAN","UNREGISTERED MOTOR VEHICLE","4011A"
15160093,"2/10/2020","BROOKLYN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15160607,"2/10/2020","QUEENS","REFUSAL TO TAKE BREATH TEST","11941B"
15163343,"2/10/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15163427,"2/10/2020","QUEENS","DISOBEYED TRAFFIC DEVICE","1110A"
15163556,"2/10/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15164214,"2/10/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15164821,"2/10/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15165167,"2/10/2020","STATEN ISLAND","LEAVING/SCENE PERSONAL INJURY ACC.","6002A"
15165495,"2/10/2020","BROOKLYN","UNREGISTERED MOTOR VEHICLE","4011A"
15165513,"2/10/2020","QUEENS","PASSED RED SIGNAL","1111D1"
15168992,"2/10/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15168992,"2/10/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15169017,"2/10/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15169240,"2/10/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15170408,"2/10/2020","BROOKLYN","NO SEAT BELT DRIVER","1229C3"
15173018,"2/10/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15173019,"2/10/2020","BROOKLYN","NO SEAT BELT DRIVER","1229C3"
15173036,"2/10/2020","BRONX","FAILED TO USE DESIGNATED LANE","1128C"
15173635,"2/10/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15174254,"2/10/2020","MANHATTAN","LEAVING/SCENE PERSONAL INJURY ACC.","6002A"
15176334,"2/10/2020","MANHATTAN","OPERATING/VIOLATION OF RESTRICTIONS","5093"
15176607,"2/10/2020","BROOKLYN","BACKING UNSAFELY","1211A"
15176954,"2/10/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15177432,"2/10/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15177543,"2/10/2020","BRONX","UNSAFE TIRE","37535C"
15177670,"2/10/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15178305,"2/10/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15179171,"2/10/2020","BRONX","FAILED TO USE DESIGNATED LANE","1128C"
15179211,"2/10/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15179236,"2/10/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15179442,"2/10/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15179588,"2/10/2020","QUEENS","NO DISTINCTIVE PLATE/INSECURE/DIRTY","4021"
15179991,"2/10/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15180752,"2/10/2020","QUEENS","UNLICENSED OPERATOR","5091"
15180876,"2/10/2020","BRONX","NO SEAT BELT DRIVER","1229C3"
15181092,"2/10/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15181109,"2/10/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15181198,"2/10/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15181834,"2/10/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15182058,"2/10/2020","BROOKLYN","AGG UNLIC OPER 3 PLUS SUSPENSION","5112A4"
15185075,"2/10/2020","QUEENS","FAILED TO COMPLY W/LAWFUL ORDER","1102"
15187610,"2/10/2020","BRONX","DRIVING WHILE INTOXICATED","11923"
15187952,"2/10/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15187980,"2/10/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15190173,"2/10/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15190387,"2/10/2020","STATEN ISLAND","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15190457,"2/10/2020","BROOKLYN","IMPROPER OR UNSAFE TURN/WITHOUT SIGNAL","1163A"
15190684,"2/10/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15190855,"2/10/2020","QUEENS","UNLICENSED OPERATOR","5091"
15190859,"2/10/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15190890,"2/10/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15190927,"2/10/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15191192,"2/10/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15191469,"2/10/2020","QUEENS","OPERATING W/O INSURANCE INF.","3191U"
15194419,"2/10/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15195963,"2/10/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15196242,"2/10/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15196267,"2/10/2020","BRONX","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15198855,"2/10/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15198954,"2/10/2020","BROOKLYN","LEAVING/SCENE PERSONAL INJURY ACC.","6002A"
15199343,"2/10/2020","QUEENS","IMPROPER OR UNSAFE TURN/WITHOUT SIGNAL","1163A"
15199667,"2/10/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15199687,"2/10/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15199752,"2/10/2020","QUEENS","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15200282,"2/10/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15200611,"2/10/2020","BRONX","UNLICENSED OPERATOR","5091"
15203382,"2/10/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15203443,"2/10/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15203554,"2/10/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15203921,"2/10/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
